吖	kyaz	口丫
䳧	nrvu	鳥亻ユ矢
侯	rvui	亻ユ矢
候	rlvu	亻丨ユ矢
厚	iozi	厂曰子
后	iakz	𠂆一口
吼	kzvv	口子乚
喉	krvu	口亻ユ矢
垕	iakt	𠂆一口土
堠	trvu	土亻ユ矢
帿	jrvu	巾亻ユ矢
後	rywf	彳幺夊
洉	diak	氵𠂆一口
犼	qzvv	犭子乚
猴	qrvu	犭亻ユ矢
瘊	brvu	疒亻ユ矢
睺	orvu	目亻ユ矢
矦	diui	⺈厂矢
篌	vrvu	竹亻ユ矢
糇	mrvu	米亻ユ矢
翭	xxru	习习亻ユ矢
翵	xxnn	习习鳥
茩	ciak	艹𠂆一口
葔	crvu	艹亻ユ矢
豞	ujui	豕句
逅	ziak	辶𠂆一口
郈	iake	𠂆一口⻏
鄇	rvue	亻ユ矢⻏
銗	jiak	金𠂆一口
鍭	jrvu	金亻ユ矢
餱	urvu	飠亻ユ矢
骺	goik	冎⺼𠂆一口
鮜	yiak	魚𠂆一口
鯸	yrvu	魚亻ユ矢
鱟	jxxy	𦥑乂乂冖魚
鲎	xyun	𰃮鱼
鲘	yiak	鱼𠂆一口
齁	ztwj	自田丌句
𠯜	kgzz	口勾
𠴣	kbju	口丷句
𠷋	kioz	口厂曰子
𡞥	ndiu	女⺈厂矢
𡟑	nrvu	女亻ユ矢
𡹵	urvu	山亻ユ矢
𢜴	xdiu	忄⺈厂矢
𣔹	mdiu	木⺈厂矢
𣣠	rvuq	亻ユ矢欠
𣣡	diuq	⺈厂矢欠
𤘽	njuq	牜句
𤙽	nxkk	牜⺌冂口
𥀃	rvup	亻ユ矢皮
𥅠	oiak	目𠂆一口
𥈑	odiu	目⺈厂矢
𥚦	udiu	示⺈厂矢
𦍵	yjuh	羊句
𦑚	xxdu	习习⺈厂矢
𦚥	ofzo	⺼缶
𦞈	orvu	⺼亻ユ矢
𦞕	odiu	⺼⺈厂矢
𧇹	hjru	虍几亻ユ矢
𧙺	piak	衤𠂆一口
𧩨	yrvu	訁亻ユ矢
𧮶	giak	谷𠂆一口
𧻿	tzab	土龰一口䒑
𧼵	tzdu	土龰⺈厂矢
𨒙	zuiz	辶石
𩃺	yrvu	雨亻ユ矢
𩄬	ydde	雨氵⺈𫩏儿
𩘋	frvu	風亻ユ矢
𩙡	ffff	風風風風
𪃶	rvun	亻ユ矢鳥
𪄗	tban	士冖一火鳥
𪅺	krvn	口亻ユ矢鳥
𪇂	tbhn	士冖火殳鳥
𪑻	lhru	{里}灬亻ユ矢
𪖙	ztwg	自田丌勾
㕆	iguh	厂古
㗅	kgoo	口古月
㦌	mmmx	毛毛毛心
㦿	hmuu	户木
㧾	fwxb	扌勿心
㨭	fhkb	扌户口巴
㪶	bdzd	百斗
㫚	woou	勿曰
㯛	mtby	木士冖亞
㳷	dwoo	氵勿日
㸦	gnnj	𡕒乀
㹱	qzur	犭足
㺉	tbaq	士冖一殳犬
㾰	bgoo	疒古月
䁫	olho	目{里}灬
䇘	vhuu	竹互
䈸	vdyd	竹⺈用斗
䉉	vdyg	竹⺈用瓜
䉿	mhui	米乎
䊀	mgui	米古
䍓	syai	罒牙
䎁	gxxi	古习习
䓤	cwxb	艹勿心
䔯	cygu	艹酉古
䕶	cyry	艹訁亻{隹右}又
䗂	ihji	虫虍几
䚛	dynk	⺈用⺧口
䛎	ybba	訁宀八
䞱	tzgu	土龰谷
䠒	zgoo	𧾷古月
䧼	nkrv	⺧口亻{隹右}
䨥	yrvy	雨亻{隹右}又
䨼	focy	龶⺝艹亻{隹右}又
䩴	ggoo	革古月
䪝	wkfy	𫝀口㐄艹亻{隹右}又
䬍	fwxb	風勿心
䭅	ukgu	飠囗古
䭌	gorg	古月𠆢丶艮
䭍	ufmn	飠龶皿
䮸	jxxm	𦥑乂乂冖馬
䰧	ghji	鬼虍几
䲵	unnc	少鳥
乎	pbal	丿丷一亅
乕	ifjb	𠂆𰀁巾
乯	hvvu	乎乙
互	ahua	一彑
冱	dhud	冫互
匢	kwul	匚勿
匫	kwoo	匚勿日
呼	khuz	口乎
唬	khji	口虍几
唿	kwxb	口勿心
喖	kmgu	口木古
嗀	tbau	士冖一口殳
嘑	khhu	口虍乎
嘝	kdyd	口⺈用斗
嚛	kyym	口幺幺白木
囫	kwuz	囗勿
垀	thuu	土乎
壶	tbye	士冖业
壷	tbya	士冖亜
壺	tbya	士冖亞
姱	ndak	女大一丂
婟	nkgu	女囗古
媩	ngoo	女古月
嫭	nhhu	女虍乎
嫮	nyak	女雨一丂
寣	bpwk	宀爿亠二口
岵	uguj	山古
帍	hjbu	户巾
幠	jpch	巾𠂉卌灬
弖	gaas	弓一
弧	ggxs	弓瓜
忽	wxbu	勿心
怙	xgub	忄古
恗	xdak	忄大一丂
惚	xwxb	忄勿心
戏	ygez	又戈
戯	hyge	虍业戈
戱	hyge	虍业戈
戲	hakg	虍一口䒑戈
戶	puip	丿尸
户	duid	丶尸
戸	auia	一尸
戽	hdzu	户斗
扈	hkba	户口巴
护	fhuu	扌户
搰	fgoo	扌冎⺼
斛	dydz	⺈用斗
昈	ohuo	日户
昒	owuo	日勿
曶	woou	勿日
楛	mcgu	木艹古
楜	mgoo	木古月
槲	mdyd	木⺈用斗
槴	mhkb	木户口巴
歑	hhqm	虍乎欠
汻	dwud	氵午
沍	dhud	氵互
沪	dhud	氵户
泘	dhud	氵乎
浒	dywu	氵讠午
淴	dwxb	氵勿心
湖	dgoo	氵古月
滬	dhkb	氵户口巴
滸	dywu	氵訁午
滹	dhhu	氵虍乎
濩	dcry	氵艹亻{隹右}又
瀫	dtbu	氵士冖一糸殳
烀	hhuo	火乎
焀	hguo	火谷
煳	hgoo	火古月
熩	hhkb	火户口巴
狐	qgxr	犭瓜
猢	qgoo	犭古月
琥	whji	𤣩虍几
瑚	wgoo	𤣩古月
瓠	dakg	大一丂瓜
瓡	tbgg	土丷干瓜
瓳	gwau	古瓦
礐	jxxu	𦥑乂乂冖石
祜	pgup	礻古
笏	vwuu	竹勿
箶	vgoo	竹古月
簄	vhkb	竹户口巴
粐	mhui	米户
糊	mgoo	米古月
絗	skkz	糹囗口
綔	dakx	大一丂丿糸
縠	tbau	士冖一糸殳
胡	goou	古月
膴	opch	⺼𠂉卌灬
芐	cxxc	艹下
芔	cccc	屮屮屮
芴	cwuc	艹勿
苸	chuc	艹乎
萀	chji	艹虍几
葫	cgoo	艹古月
蔛	cdyd	艹⺈用斗
蔰	chkb	艹户口巴
虍	hqiu	{虍}七
虎	hjiu	虍几
虖	hhuu	虍乎
虝	hjwu	虍几勿
蝴	igoo	虫古月
螜	tbai	士冖一殳虫
衚	rado	彳一丁古月
觳	tbau	士冖一⺈用殳
觷	jxxy	𦥑乂乂冖⺈用
謼	yhhu	訁虍乎
護	ycry	訁艹亻{隹右}又
许	ywuj	讠午
豰	tbau	士冖一豕殳
軤	ihue	車乎
轷	ihue	车乎
鄠	yake	雨一丂⻏
醐	ygoo	酉古月
錿	jhji	金虍几
鍙	dgjn	氵共金
鍸	jgoo	金古月
雐	hrvu	虍亻{隹右}
雽	yhuu	雨乎
頀	locy	立日艹亻{隹右}又
頶	nkye	⺧口頁
餬	ugoo	飠古月
鬍	egpo	E𠫔彡古月
魱	yhuu	魚互
鯱	yhji	魚虍几
鰗	ygoo	魚古月
鱯	ycry	魚艹亻{隹右}又
鳠	ycry	鱼艹亻{隹右}又
鳸	hnnu	户鳥
鵠	nknn	⺧口鳥
鶘	gonn	古月鳥
鶦	gonn	古月鳥
鸌	ncry	鳥艹亻{隹右}又
鹕	gonn	古月鸟
鹱	nacy	{鸟减一}一艹亻{隹右}又
𠥰	kper	匸𠂎卩
𠦪	ucdu	十卄大十
𠯳	wkzu	勿口
𠴱	kkgu	口囗古
𡉴	thuu	土戶
𡍐	tkxb	土囗夕卜
𡜂	dakn	氵一丂女
𡞠	dunv	氵舌女
𡧥	bvvv	宀中𠃌
𡰅	wgoo	兀冎⺼
𡱽	uwxb	尸勿心
𡴱	uvvj	山㔾
𡵘	uhuj	山戶
𡹹	gouj	古月山
𡻮	uhkb	山户口巴
𡼘	uuuv	山山山𠆢𠆢丶㇇
𢆰	ayca	一幺
𢉢	ggoo	广古月
𢎵	fllu	弗丨
𢏯	ghji	弓虍几
𢑢	ohpj	日彑丿丿巾
𢑹	ffey	丰丰彐亞
𢓲	rwkz	彳五口
𢚪	uhxb	尸火心
𢨥	ahua	一戶
𢨦	huiu	戶十
𢽨	wxby	勿心⺊又
𣄟	fgby	方𰀉冖亞
𣎚	olho	月{里}灬
𣑂	mvkv	木爫丂
𣓗	mwoo	木勿日
𣙶	mfva	木弗{中}一
𣛫	miho	木丳火
𣝗	mogo	木⺼冎⺼
𣡾	gggg	果果果果
𣫈	tbuy	士冖殳酉
𣹬	tbau	士冖一殳水
𤇠	hhou	乎灬
𤌍	hbrv	火冖亻{隹右}
𤎲	hoal	火日一里
𤐀	hjlo	火畺
𤘔	anqa	一牛
𤘵	onqo	日牛
𤜷	qhur	犭互
𤝘	qhur	犭乎
𤞲	qvzi	犭爫子
𤨖	whkb	𤣩户口巴
𤭱	gowa	古月瓦
𤶘	bwek	疒亠二口
𤹣	bhhu	疒虍乎
𤾅	bfwd	白非
𥂤	jgmn	𦥑古皿
𥇰	owxb	目勿心
𥐿	udzi	石斗
𥰪	vnku	竹女口手
𥲉	vhhu	竹虍乎
𥶜	vngx	竹女古辛
𥷆	vtbu	竹士冖一糸殳
𥾨	sqii	糹气
𦁕	swxb	糹勿心
𦊂	shui	罒互
𦊘	kxxh	冂乂乂禾
𦊧	kymu	囗又木
𦏗	jxxh	𦥑乂乂冖𦍌灬
𦖼	egoo	耳冎⺼
𦗣	elho	耳{里}灬
𦧘	ruez	肉舌
𦩕	vhji	舟虍几
𦬚	chuc	艹互
𦭈	cwac	艹瓦
𦴉	cygx	艹牙瓜
𦷳	cbab	艹宀一口䒑
𦺟	ctby	艹士冖亞
𧂔	ctbu	艹士冖一糸殳
𧅰	cycy	艹訁艹亻{隹右}又
𧆢	hjjq	虍几丩
𧆮	hjjq	虍巾丩
𧆯	hjcd	虍几才
𧇛	hjvc	虍几爫寸
𧇰	hjwx	虍几勿心
𧌧	ihdk	虫虍丁
𧍵	gois	古月虫
𧗌	pmhh	丿皿虍乎
𧘢	phup	衤互
𧛞	pgoo	衤古月
𧞒	tbuy	士冖殳禾衣
𧠩	gjms	共見
𧢰	ckkj	艹口口亻{隹右}{习}{习}{习}見
𧣼	dyga	⺈用戈口{一}
𧥯	yyaj	訁㸦
𧩓	ywxb	訁勿心
𧰴	ugzi	豕勾
𧲇	tbau	士冖一口殳豕
𧲥	vooi	豸日
𧹲	tbai	士冖一殳赤
𧹾	busi	匕矢龴疋赤
𧻰	tznk	土龰⺧口
𧿓	zyau	𧾷㸦
𨕚	zkbo	辶囗八日
𨖃	zvwu	辶竹勿
𨛵	hjer	虍几⻏
𨝘	hher	虍乎⻏
𨝞	hpxb	虍丿⺌丂口巴
𨢋	tbay	士冖一殳酉
𨢤	tuuy	士𠃜殳酉
𨣗	ikuy	車凵殳酉
𨥛	jhun	金互
𨴬	mnkz	門⺧口
𩂂	ywuu	雨勿
𩑶	gyeu	古頁
𩖨	fwug	風勿
𩢪	mgua	馬古
𩨔	jgoo	九冎⺼
𩰯	ggue	鬲古
𩱍	gggg	弓弓鬲古
𩳨	gvcy	鬼占寸
𩵬	ydzu	魚斗
𩶈	yhuu	魚乎
𩾻	qnni	气鳥
𪂒	wxnn	勿心鳥
𪍂	lwbg	來{夊}宀八工
𪏳	hruh	禾人氺互
𪏻	hrug	禾人氺古
𪕉	jvhu	臼{鼠下}乎
𪕮	gojv	古月臼{鼠下}
𪕱	jvgo	臼{鼠下}古月
𪙈	qgvr	犭艮止凵人人一人人
㓰	aykd	{一}由凵刂
㕦	kdaz	口大
㕲	kmuz	口木
㕷	kbdz	口白
㚌	xxgo	夕夕果
㟆	urbu	山亻𠤎十
㠏	ucaf	山艹一艹𰀁
㦊	xcaf	忄艹一艹𰀁
㦎	xyta	忄聿田{一}
㩇	fyta	扌聿田{一}
㭉	cmuc	艹木
㮯	mkui	木囗豕
䅿	hcaf	禾艹一艹𰀁
䋀	hxiu	户糸
䏦	oueo	⺼舌
䔢	crrk	艹人人人人一丂
䛡	yukz	訁氏口
䠉	zblv	𧾷宀㠯
䱻	ygoo	魚冎⺼
䶤	vkro	止凵人人一人人冎⺼
劃	ytad	聿田{一}刂
化	rbif	亻𠤎
华	rbui	亻𠤎十
呚	kwfz	口攵
哗	krbu	口亻𠤎十
嘩	kcaf	口艹一艹𰀁
埖	tcrb	土艹亻𠤎
夻	dkza	大口
姡	nuev	女舌
婲	ncrb	女艹亻𠤎
婳	nakt	女一凵田
嫿	nyta	女聿田{一}
嬅	ncaf	女艹一艹𰀁
崋	uacf	山一艹𰀁
搳	fbfk	扌宀丰口
摦	fdag	扌大一丂瓜
撶	fcaf	扌艹一艹𰀁
杹	mrbi	木亻𠤎
枠	mjui	木九十
桦	mrbu	木亻𠤎十
椛	mcrb	木艹亻𠤎
槬	mdag	木大一丂瓜
樺	mcaf	木艹一艹𰀁
滑	dgoo	氵冎⺼
澅	dyta	氵聿田{一}
猾	qgoo	犭冎⺼
画	aktm	一凵田
畫	ytaa	聿田{一}
畵	yktm	聿凵田
砉	fuig	丰石
硴	ucrb	石艹亻𠤎
糀	mcrb	米艹亻𠤎
繣	syta	糹聿田{一}
舙	uuue	舌舌舌
花	crbi	艹亻𠤎
芲	clyc	艹仑
華	cacf	艹一艹𰀁
蒊	crbb	艹亻𠤎口𠤎
蕐	carf	艹一人人人人𰀁
蘤	cbww	艹白爲
螖	igoo	虫冎⺼
觟	dytt	⺈用土土
話	yuej	訁舌
誮	ycrb	訁艹亻𠤎
諙	yuoo	訁氏日
譁	ycaf	訁艹一艹𰀁
譮	yrao	訁𠆢一囗⺌日
话	yuej	讠舌
豁	bfkg	宀丰口谷
釪	jyun	金于
釫	jakv	金一丂
鋘	jktm	金口{𠃑大}
錵	jcrb	金艹亻𠤎
鏵	jcaf	金艹一艹𰀁
铧	jrbu	钅亻𠤎十
驊	mcaf	馬艹一艹𰀁
骅	mrbu	马亻𠤎十
鷨	cacn	艹一艹𰀁鳥
黊	cayt	卄一由八土土
𠝐	crbd	艹亻𠤎刂
𠤎	vppv	乚丿
𠳂	kukz	口氏口
𠿜	kgwa	口果瓦
𡁑	kakg	口一口㐄冂丷干
𡺛	urrr	山人人丨人人
𢄶	jyta	巾聿田{一}
𢦚	gvfg	戈⺄𰀁
𢼤	ubyz	舌⺊又
𤁪	duye	氵舌頁
𤙕	nisq	牜虫
𤼒	burk	疒山亻{隹右}冂八口
𥉄	ogoo	目冎⺼
𥒶	upxi	石丿糸
𥢮	tyyh	士又又禾禾
𥧰	bbdg	宀八大一丂瓜
𦁊	sttb	糹土土卜
𦖍	egor	耳果
𦧠	bjue	白巾舌
𦧵	uuue	舌舌舌
𦧹	ucfr	舌艹𰀁人人人人
𦪠	vcaf	舟艹一艹𰀁
𦶎	cuic	艹{从从十}
𦽊	ckkk	艹口冂卄𠃌{一}口
𧑍	icaf	虫艹一艹𰀁
𧨋	ykvg	訁冂正
𧪮	ycdk	訁艹大一丂
𧽌	tzgo	土龰冎⺼
𨣄	ycaf	酉艹一艹𰀁
𨶬	myta	門聿田{一}
𨶱	mcaf	門艹一艹𰀁
𩂤	yvzu	雨舟
𩗐	fmig	風米
𩝨	uclb	飠卝{北左}丨匕
𩤉	mcrb	馬艹亻𠤎
𩲏	rbgv	亻𠤎鬼
𩵏	ybiu	魚匕
𩸄	ygou	魚果
𪗽	vkru	止凵人人一人人⾆
㜳	nysx	女衣⺫八小
㠢	ugyi	山鬼衣
䃶	uysx	石衣⺫八小
䈭	vgvu	竹鬼
䴜	vxdg	占㐅丶丶丶丶鬼
佪	rkkz	亻囗口
咶	kuez	口舌
坏	tbuu	土不
壊	tumy	土十皿衣
壞	tysx	土衣⺫八小
徊	rkkz	彳囗口
怀	xbub	忄不
懐	xwsy	忄亠⺫衣
懷	xysx	忄衣⺫八小
槐	mgvu	木鬼
淮	drvu	氵亻{隹右}
瀤	dysx	氵衣⺫八小
耲	lysx	耒衣⺫八小
蘹	cxyx	艹忄衣⺫八小
蘾	ctyx	艹土衣⺫八小
褢	ygvi	衣鬼
褱	ysbx	衣⺫八小
踝	zgou	𧾷果
𣟉	radm	彳一丁𫝀口一巾木
𣩹	dysx	歹衣⺫八小
𣸎	dbky	氵⺊冂卄又
𤜄	nysx	牜衣⺫八小
𦏨	yysx	羊衣⺫八小
𦧬	huue	彑𧰨舌
𧱳	luue	立𧰨⾆
𩟮	uysx	飠衣⺫八小
𪊉	vxdx	占㐅丶丶丶丶衣⺫八小
㓉	dued	冫舌
㕕	ssii	厶厶
㡲	ggel	广戈
㣪	rvay	彳爫一𠂇又
㦥	xbfx	忄宀龶⺫心
㪱	wdkd	文⺈{囗-一}大
㬇	odkd	日⺈{囗-一}大
㬊	ovay	日爫一𠂇又
㵹	ducd	氵山艹日大
㶎	dzsy	氵辶⺫一口𧘇
㹕	yynq	元頁牛
㹖	njui	牜龹豕
㼫	gwao	果瓦
㿪	pwji	皮丸
䀓	owju	目丸
䀨	oueu	目舌
䆠	bbif	宀八臣
䈠	vvay	竹爫一𠂇又
䍺	yixb	{羊}串心
䝠	vibx	豸厂白小
䥧	jbbo	金⺊冖一{八人}目
䦡	mblv	門宀㠯
䭴	muia	馬十
䮝	mbie	馬冖車
䯘	goby	冎⺼宀元
䴟	lfju	鹿凡
唤	kdkd	口⺈{囗-一}大
喚	kdkd	口⺈{囗-一}八大
嚾	kckv	口艹口口亻{隹右}
圜	ksay	囗⺫一口𧘇
垸	tbyr	土宀元
堚	tbie	土冖車
奂	dkda	⺈{囗-一}大
奐	dkbd	⺈{囗-一}八大
嬛	nsay	女⺫一口𧘇
孉	nckv	女艹口口亻{隹右}
宦	bifc	宀臣
寏	bdkd	宀⺈{囗-一}八大
寰	bsay	宀⺫一口𧘇
峘	uadj	山{一}旦
嵈	uvay	山爫一𠂇又
幻	yvvc	幺𠃌
患	ixbr	串心
愌	xdkd	忄⺈{囗-一}八大
懁	xsay	忄⺫一口𧘇
懽	xckv	忄艹口口亻{隹右}
换	fdkd	扌⺈{囗-一}大
換	fdkd	扌⺈{囗-一}八大
擐	fsay	扌⺫一口𧘇
攌	fksy	扌囗⺫一口𧘇
桓	madj	木{一}旦
梙	miru	木串
槵	mixb	木串心
欢	yqmz	又欠
歓	parq	𠂉一亻{隹右}欠
歡	ckkq	艹口口亻{隹右}欠
洹	dadj	氵{一}旦
浣	dbyr	氵宀元
涣	ddkd	氵⺈{囗-一}大
渙	ddkd	氵⺈{囗-一}八大
漶	dixb	氵串心
澣	duug	氵十十日𠆢干
澴	dsay	氵⺫一口𧘇
烉	dkrh	⺈冂人火
焕	hdkd	火⺈{囗-一}大
煥	hdkd	火⺈{囗-一}八大
狟	qadj	犭{一}旦
獂	qibx	犭厂白小
獾	qckv	犭艹口口亻{隹右}
环	wbuf	𤣩不
瑍	wdkd	𤣩⺈{囗-一}八大
環	wsay	𤣩⺫一口𧘇
瓛	whgq	𤣩虍鬲犬
痪	bdkd	疒⺈{囗-一}大
瘓	bdkd	疒⺈{囗-一}八大
睆	obyr	目宀元
瞏	stky	⺫土口𧘇
糫	msay	米⺫一口𧘇
綄	sbyr	糹宀元
緩	svay	糹爫一𠂇又
繯	ssay	糹⺫一口𧘇
缓	svay	纟爫一𠂇又
缳	ssay	纟⺫一口𧘇
羦	ybyr	羊宀元
肒	owjo	⺼丸
荁	cadj	艹{一}旦
萈	cjdd	艹見丶
萑	crvu	艹亻{隹右}
蒝	cibx	艹厂白小
藧	csvy	艹糹爫一𠂇又
讙	yckv	訁艹口口亻{隹右}
豢	juir	龹豕
豲	uibx	豕厂白小
貆	vadj	豸{一}旦
貛	vckv	豸艹口口亻{隹右}
轘	isay	車⺫一口𧘇
逭	zblv	辶宀㠯
郇	boer	勹日⻏
酄	ckke	艹口口亻{隹右}⻏
鍰	jvay	金爫一𠂇又
鐶	jsay	金⺫一口𧘇
锾	jvay	钅爫一𠂇又
镮	jsay	钅⺫一口𧘇
闤	msay	門⺫一口𧘇
阛	msay	门⺫一口𧘇
雈	crvu	⻀亻{隹右}
驩	mckv	馬艹口口亻{隹右}
鬟	egpy	E𠫔彡⺫一口𧘇
鯇	ybyr	魚宀元
鯶	ybie	魚冖車
鰀	yvay	魚爫一𠂇又
鲩	ybyr	鱼宀元
鴅	dnnj	丹鳥
鵍	bynn	宀元鳥
鹮	sakn	⺫一口𧘇鸟
𠂄	dobr	丹曰勹𠃊人
𠟼	ysgd	衣罒𠫔刂
𠺐	kkjm	口口見
𠻍	kdjy	口⺈臼又
𡄤	kzsy	口辶⺫一口𧘇
𡅱	kkkt	口口口口艹中天
𡅻	kkkd	口口口口艹見丶
𡍦	tbie	土冖車
𡘍	dadj	大{一}旦
𡚊	dkkv	大口口亻{隹右}
𡚜	dckv	大艹口口亻{隹右}
𡩂	bapb	宀一丿皿八
𡱌	uadj	尸{一}旦
𡷗	ubyr	山宀元
𢟿	xsiy	忄⺫𠂆{𧘇}
𣌓	ockv	日艹口口亻{隹右}
𣎅	oobr	月曰勹𠃊人
𣴟	dber	氵白儿
𤀣	dovy	氵日爫一𠂇又
𤛚	nnui	牜牛豕
𤡟	qixb	犭串心
𤢁	qcir	犭艹丳
𤴯	bwjk	疒丸
𤼢	bckq	疒艹口口亻{隹右}欠
𤽅	bwud	白兀
𤽕	bdwu	白丶兀
𥈉	odkd	目⺈{囗-一}八大
𥏇	juir	龹矢
𥐓	uckv	矢艹口口亻{隹右}
𥠅	hdkd	禾⺈{囗-一}八大
𥶍	vsvy	竹糹爫一𠂇又
𥹚	madj	米{一}旦
𥹳	mbyr	米宀元
𦌦	swkg	罒亠口小瓜
𦑛	xxvy	习习爫一𠂇又
𦝝	odkd	⺼⺈{囗-一}八大
𦣴	iysy	臣又⺫一口𧘇
𦻃	crrv	艹人人亻{隹右}
𦼉	ccrv	艹艹亻{隹右}
𧚁	pbyr	衤宀元
𧡩	vauj	爫一𠂇又見
𧴊	vixb	豸串心
𨕹	zmad	辶木{一}旦
𨜌	bler	宀㠯⻏
𨽧	eckv	⻖艹口口亻{隹右}
𩍡	gsay	革⺫一口𧘇
𩑖	wyej	丸頁
𩙽	sakf	⺫一口𧘇飛
𩡧	mcca	{馬-灬}卌
𩦘	mcav	馬卄一亻{隹右}
𩵄	gckv	鬼艹口口亻{隹右}
𩿊	onno	月鳥
𪈩	nckv	鳥艹口口亻{隹右}
𪊥	ladj	鹿{一}旦
𪍺	lwsy	來{夊}⺫一口𧘇
㞷	cwhc	屮王
㠵	wjbh	亡巾
㤺	xwir	忄亡𫶧
㨪	fogl	扌日光
㬻	ocwi	月艹亡𫶧
㾠	bqwh	疒犭王
㾮	bbwh	疒白王
㿠	bgld	白光
䁜	oogl	目日光
䅣	hbwh	禾白王
䊗	mbwh	米白王
䊣	mcab	米卄一由八
䌙	scab	糹卄一由八
䍿	xxwh	习习王
䐠	ocwi	⺼艹亡𫶧
䐵	ocab	⺼卄一由八
䑟	vbxw	爫冖夕㐄白王
䞹	tzbw	土龰白王
䪄	gcab	革卄一由八
䮲	mcab	馬卄一由八
䳨	bwnn	白王鳥
偟	rbwh	亻白王
兤	ggcb	光广廿一由八
凰	jbwh	⺇白王
喤	kbwh	口白王
堭	tbwh	土白王
塃	tcwi	土艹亡𫶧
墴	tcab	土廿一由八
奛	dooo	大日月
媓	nbwh	女白王
宺	bkai	宀口{一}𫶧
崲	ubwh	山白王
巟	wirh	亡𫶧
幌	jogl	巾日光
徨	rbwh	彳白王
怳	xxsb	忄兄
恍	xglb	忄光
惶	xbwh	忄白王
愰	xogl	忄日光
慌	xcwi	忄艹亡𫶧
揘	fbwh	扌白王
晃	oglo	日光
晄	oglo	日光
曂	ocab	日卄一由八
朚	wooo	亡日月
楻	mbwh	木白王
榥	mogl	木日光
湟	dbwh	氵白王
滉	dogl	氵日光
炾	hxso	火兄
煌	hbwh	火白王
熀	hogl	火日光
熿	hcab	火卄一由八
爌	hgcb	火广廿一由八
獚	qcab	犭卄一由八
瑝	wbwh	𤣩白王
璜	wcab	𤣩卄一由八
癀	bcab	疒卄一由八
皇	bwhd	白王
皝	bwgl	白王光
皩	bwog	白王日光
磺	ucab	石卄一由八
穔	hcab	禾卄一由八
篁	vbwh	竹白王
簧	vcab	竹卄一由八
縨	sogl	糹日光
肓	wooh	亡⺝
艎	vbwh	舟白王
荒	cwir	艹亡𫶧
葟	cbwh	艹白王
蝗	ibwh	虫白王
蟥	icab	虫卄一由八
衁	wpmn	亡丿皿
詤	yvri	訁𠃊人𫶧
諻	ybwh	訁白王
謊	ycwi	訁艹亡𫶧
谎	ycwi	讠艹亡𫶧
趪	tzcb	土龰廿一由八
遑	zbwh	辶白王
鍠	jbwh	金白王
鎤	jogl	金日光
鐄	jcab	金卄一由八
锽	jbwh	钅白王
隍	ebwh	⻖白王
韹	lobw	立日白王
餭	ubwh	飠白王
騜	mbwh	馬白王
鰉	ybwh	魚白王
鱑	ycab	魚卄一由八
鳇	ybwh	鱼白王
鷬	cayn	卄一由八鳥
黃	cayb	廿一由八
黄	cayb	卄一由八
𠂸	pjtc	丿⺇土廾
𡜋	nwir	女亡𫶧
𡡄	ncei	女艹E𫶧
𡧽	bwir	宀亡𫶧
𡿰	evve	E巛
𢁹	pjbp	𠀉巾
𢇟	gwul	广兀
𣄙	fpog	方𠂉日光
𣆖	owir	日亡𫶧
𣉪	ocwi	日艹亡𫶧
𣺬	dcwi	氵艹亡𫶧
𤆴	saho	厶一火
𤚝	nbwh	牜白王
𤛥	ncab	牜廿一由八
𤠛	qcvi	犭艹𠃊人𫶧
𤭉	wvwa	亡巛瓦
𤯷	vbxu	爫冖夕㐄生
𤾑	babg	白一丷一甘
𥫼	vdju	竹丹
𥿪	svri	糹𠃊人𫶧
𦟮	ocqc	⺼艹犬廾
𦡽	ojcb	⺼九廿一由八
𦬺	cxsc	艹兄
𦵽	cogl	艹日光
𧕸	mbwi	馬白王虫
𧖬	gapm	工一丿皿
𧠬	vrij	𠃊人𫶧見
𧨆	ysai	訁厶一𫶧
𨉁	uglf	身光
𨉤	ubwh	身白王
𨍧	ibwh	車白王
𨚳	wver	亡巛⻏
𨜔	bwer	白王⻏
𨝴	caye	廿一由八⻏
𨾡	urvu	申亻{隹右}
𩞩	ucab	飠廿一由八
𩢯	mvri	馬𠃊人𫶧
𪀞	winn	亡𫶧鳥
𪏍	objb	月八几廿一由八
𪏒	pucb	{卑上}十廿一由八
𪏙	tbau	士冖一廿一由八殳
㑰	rhui	亻彑𧰨
㑹	rayo	𠆢一由曰
㒑	rkdv	亻匚氵亻{隹右}
㜇	nttx	女土土心
㞧	undj	山乃
㤬	xttu	忄土土
㥣	dttx	大土土心
㨤	fkrv	扌匚亻{隹右}
㨹	fffe	扌丰丰彐
㩓	jtuu	臼土殳手
㩨	fffx	扌丰丰彐心
㬩	offx	日丰丰彐心
㰥	uqmi	世欠
㱱	dgvd	歹鬼
㷄	hgoo	火果
㷐	hjtu	火臼土
㻅	wryy	𤣩𠆢云
䂕	uhui	矢彑𧰨
䃣	uwwi	石爲
䅏	humc	禾尸毛
䇻	vumc	竹尸毛
䏨	oplv	⺼丿㠯
䕇	cggv	艹广鬼
䙌	pvab	衤中一贝
䙡	pvab	衤中一貝
䛛	ykkz	訁囗口
䛼	yjtu	訁臼土
䜋	yvab	訁中一貝
䜐	eugk	⻖𠂇工月亠二口
䤧	jkkz	金囗口
䧥	eiax	⻖𤰔㇀丶心
䧦	ewwr	⻖爲
䩈	mpmu	面𠂉母
